13dpg_c	0	0.745369286429987	0
13dpg_c	1	0.0245177930280121	0
13dpg_c	2	0.013766101748456	0
13dpg_c	3	0.216346818793545	0
2pg_c	0	0.722541967908073	0
2pg_c	1	0.02643007822413	0
2pg_c	2	0.0252901674670222	0
2pg_c	3	0.225737786400775	0
3pg_c	0	0.742447059128716	0
3pg_c	1	0.024762593222242	0
3pg_c	2	0.0152413490243068	0
3pg_c	3	0.217548998624735	0
ac_c	0	0.978714488105137	0
ac_c	1	0.0211710200637352	0
ac_c	2	0.000114491831127083	0
ac_i	0	0.97871449	0
ac_i	1	0.02117102	0
ac_i	2	0.00011449	0
accoa_c	0	0.978708347138507	0
accoa_c	1	0.0211712266200626	0
accoa_c	2	0.000120426241429251	0
accoa_m	0	0.978708152561715	0
accoa_m	1	0.0211712434271409	0
accoa_m	2	0.000120604011143023	0
akg_c	0	0.252445335709353	1
akg_c	1	0.0739582468312344	1
akg_c	2	0.143476504570548	1
akg_c	3	0.0603211679542077	1
akg_c	4	0.0446060003680672	1
akg_c	5	0.425192744566589	1
akg_m	0	0.341484982772623	1
akg_m	1	0.100043682132139	1
akg_m	2	0.194054806445855	1
akg_m	3	0.080269098228994	1
akg_m	4	0.0278062007003673	1
akg_m	5	0.256341229720021	1
ala-L_c	0	0.351479228259427	1
ala-L_c	1	0.0121534554810646	1
ala-L_c	2	0.0368297035356679	1
ala-L_c	3	0.59953761272384	1
ala-L_i	0	8.00000000000002e-06	1
ala-L_i	1	0.001176	1
ala-L_i	2	0.0576240000000001	1
ala-L_i	3	0.941192	1
arg-L_c	0	0.206193997047842	1
arg-L_c	1	0.025060073417201	1
arg-L_c	2	0.00101107031860942	1
arg-L_c	3	0.000905762584695504	1
arg-L_c	4	0.0227514157890999	1
arg-L_c	5	0.253026378289196	1
arg-L_c	6	0.491051302553356	1
arg-L_i	0	6.40000000000003e-11	1
arg-L_i	1	1.88160000000001e-08	1
arg-L_i	2	2.30496000000001e-06	1
arg-L_i	3	0.00015059072	1
arg-L_i	4	0.00553420896000001	1
arg-L_i	5	0.108470495616	1
arg-L_i	6	0.885842380864	1
arg-L_l	0	0.937493044919371	1
arg-L_l	1	0.0608380203010448	1
arg-L_l	2	0.00164501874360957	1
arg-L_l	3	2.37227676897772e-05	1
arg-L_l	4	1.92434257263178e-07	1
arg-L_l	5	8.32526656308906e-10	1
arg-L_l	6	1.500730351849e-12	1
asp-L_c	0	6.52832085810066e-06	1
asp-L_c	1	3.30215741200106e-05	1
asp-L_c	2	0.00230616191224273	1
asp-L_c	3	0.0752973096404095	1
asp-L_c	4	0.92235697855237	1
asp-L_i	0	1.60000000000001e-07	1
asp-L_i	1	3.13600000000001e-05	1
asp-L_i	2	0.00230496	1
asp-L_i	3	0.0752953600000001	1
asp-L_i	4	0.92236816	1
asp-L_m	0	0.472516326608547	1
asp-L_m	1	0.123316630209166	1
asp-L_m	2	0.0914841848714483	1
asp-L_m	3	0.219954433857696	1
asp-L_m	4	0.0927284244531426	1
citr-L_c	0	0.183277527115908	1
citr-L_c	1	0.0467375769161173	1
citr-L_c	2	0.00225509865126912	1
citr-L_c	3	0.00246202029733041	1
citr-L_c	4	0.0594495287527263	1
citr-L_c	5	0.58970940031996	1
citr-L_c	6	0.116108847946689	1
citr-L_m	0	0.183277527115908	1
citr-L_m	1	0.0467375769161173	1
citr-L_m	2	0.00225509865126912	1
citr-L_m	3	0.00246202029733041	1
citr-L_m	4	0.0594495287527263	1
