"ala-L_IN"	193.5085694470
"arg-L_IN"	54.2966811083
"asp-L_IN"	42.7450216116
"co2_IN"	98823.0955656823
"glc-D_IN"	1071.4092088985
"gln-L_IN"	375.8477456851
"glu-L_IN"	63.6616996408
"glycogen_IN"	182.0567784585
"gly_IN"	126.1181355893
"h2o_IN"	0.0010000000
"h_IN"	0.0010000000
"mlthf_IN"	118.6755389849
"nh4_IN"	42.1979160138
"o2_IN"	986.7379479408
"prot_ala_IN"	18.6772918485
"prot_arg_IN"	12.9103449457
"prot_asp_IN"	23.5829483550
"prot_gln_IN"	8.9671381066
"prot_glu_IN"	31.2866114068
"prot_gly_IN"	24.5069705311
"prot_ser_IN"	15.1939237585
"ser-L_IN"	122.4449041830
"thf_IN"	0.0010000000
"2AMACHYD_f"	304.8280743354
"ACONTm_f"	100000.0000000000
"ADK1_f"	104.1211404317
"AKGDm_f"	349.7367028035
"AKGtm_f"	0.0010000000
"ALATA_L_f"	249.5733059191
"ALAmix_f"	119.6981652476
"ALAtl_f"	18.6772918485
"ALAtin_f"	73.8104041994
"ALAtout_f"	29.8704921395
"ARGN_f"	118.4729491506
"ARGSL_f"	104.1211404317
"ARGSS_f"	104.1211404317
"ARGmix_f"	41.4130316834
"ARGtl_f"	12.9103449457
"ARGtin_f"	12.8836494249
"ARGtout_f"	0.1174191459
"ASPTA_f"	100000.0000000000
"ASPTAm_f"	1209.9284026857
"ASPtl_f"	23.5829483550
"ASPmix_f"	32.7951684423
"ASPtin_f"	9.9498531693
"ASPtout_f"	0.8455390222
"ASPtm_f"	1209.9284026857
"ATPS4m_f"	4583.9540369004
"ATPtm_f"	4152.3291763056
"CBPSam_f"	104.1211404317
"ATPASES_f"	1909.6200694240
"CO2tm_f"	99717.2037794370
"CSm_f"	305.1504703630
"CYOOm_f"	986.7379479408
"CYOR-u10m_f"	1973.4758958815
"ENO_f"	886.9027561852
"FBA_f"	100000.0000000000
"FBP_f"	654.0040607866
"FUMm_f"	453.8568432352
"FUMtm_f"	104.1211404317
"G3PD1_f"	5.0106003148
"G5SDxm_f"	14.3518087189
"G6PDH2r_f"	264.7884759883
"G6PPer_f"	156.5531322207
"G6Pter_f"	99974.4963537621
"GAPD_f"	100000.0000000000
"GHMT2r_f"	4236.8127777356
"GLCmix_f"	930.4352976719
"GLCtin_f"	140.9739112266
"GLCtout_f"	156.5531322207
"GLNmix_f"	317.5561882924
"GLNS_f"	246.9256085729
"GLNtin_f"	58.2915573927
"GLNtl_f"	8.9671381066
"GLNtout_f"	9.6774616427
"GLNtm_f"	296.6286083397
"GLUDxm_f"	0.0010000000
"GLUNm_f"	296.6286083397
"GLUtl_f"	31.2866114068
"GLUt2m_f"	100000.0000000000
"GLUmix_f"	63.6606996408
"GLUtin_f"	0.0010000000
"GLUtout_f"	30.3941489272
"GLYtl_f"	24.5069705311
"GLYmix_f"	109.0127604154
"GLYtin_f"	17.1053751739
"GLYtout_f"	4.8632445517
"GLYCOGEN_BREAK_f"	182.0567784585
"GLYCPH_f"	5.0106003148
"GND_f"	264.7884759883
"H2Oter_f"	156.5541322207
"H2Otm_f"	0.0010000000
"HCO3Em_f"	677.2404229665
"HEX1_f"	140.9739112266
"Htm2_f"	0.0010000000
"ICDHxm_f"	100000.0000000000
"LDH_L_f"	36.5227752857
"MALtm_f"	100000.0000000000
"MDH_f"	99511.8982527213
"MDHm_f"	941.9595905139
"NADH2-u10m_f"	1623.7401930781
"NADPH_REDOX_f"	529.5769519766
"NDPK1_f"	629.3197377664
"NH4tm_f"	100.1003817763
"O2tm_f"	986.7379479408
"ORNTArm_f"	14.3518087189
"OCBTm_f"	104.1211404317
"ORNtm_f"	14.3518087189
"ORNt4m_f"	104.1211404317
"PCm_f"	573.1192825348
"PDHm_f"	305.1504703630
"PEPCK_f"	629.3197377664
"PFK_f"	732.2187929217
"PGCD_f"	289.9524335944
"PGI_f"	36.7274269327
"PGK_f"	100000.0000000000
"PGL_f"	264.7884759883
"PGM_f"	8262.4781110591
"PGMTer_f"	182.0567784585
"PIt2m_f"	4152.3281763056
"PIter_f"	25.5046462379
"PPA_f"	104.1211404317
"PROTDEG_ALA_f"	18.6772918485
"PROTDEG_ARG_f"	12.9103449457
"PROTDEG_ASP_f"	23.5829483550
"PROTDEG_GLN_f"	8.9671381066
"PROTDEG_GLU_f"	31.2866114068
"PROTDEG_GLY_f"	24.5069705311
"PROTDEG_SER_f"	15.1939237585
"PROTSYN_ALA_f"	31.7027435169
"PROTSYN_ARG_f"	11.3247665058
"PROTSYN_ASP_f"	21.0720397110
"PROTSYN_GLN_f"	7.8782340897
"PROTSYN_GLU_f"	20.3630385249
"PROTSYN_GLY_f"	21.3407502546
"PROTSYN_SER_f"	13.9613325777
"PROTSYN_ATP_f"	275.9396145680
"PSERT_f"	289.9524335944
